stat_id,send_de,tbl_id,rec_tbl_se,org_id,vw_nm,tbl_nm,vw_cd
2025032,2026-02-13,DT_712005_2024B001,N,712,국내통계 주제별,소유 건수별 주택 소유 인구,MT_ZTITLE
2025032,2026-02-13,DT_712005_2024B002,N,712,국내통계 주제별,주택 유형별 소유 주택 수,MT_ZTITLE
